Port Sets,count
23-80-5555,2589
23-80-81,2588
23-80-1023,2634
23-80-52869,2584
23-80-8443,2594
23-80-49152,2564
23-80-7574,2490
23-80-37215,2515
23-8080-2323,3051
23-8080-5555,2544
23-8080-81,2581
23-8080-1023,2622
23-8080-52869,2569
23-8080-8443,2570
23-8080-49152,2549
23-8080-7574,2474
23-8080-37215,2491
23-2323-5555,2453
23-2323-81,2485
23-2323-1023,2634
23-2323-52869,2484
23-2323-8443,2495
23-2323-49152,2475
23-2323-7574,2403
23-2323-37215,2456
23-5555-81,2250
23-5555-1023,2237
23-5555-52869,2250
23-5555-8443,2269
23-5555-49152,2248
23-5555-7574,2180
23-5555-37215,2205
23-81-1023,2279
23-81-52869,2256
23-81-8443,2296
23-81-49152,2256
23-81-7574,2202
23-81-37215,2248
23-1023-52869,2269
23-1023-8443,2281
23-1023-49152,2257
23-1023-7574,2200
23-1023-37215,2209
23-52869-8443,2275
23-52869-49152,2260
23-52869-7574,2200
23-52869-37215,2229
23-8443-49152,2271
23-8443-7574,2217
23-8443-37215,2243
23-49152-7574,2209
23-49152-37215,2226
23-7574-37215,2161
17142-17134-34218,2173
17142-17134-34220,2129
17142-17134-33968,2139
17142-17134-34224,2168
17142-17134-34228,2127
17142-17134-33962,2144
17142-17134-33960,2129
17142-17134-33964,2037
17142-17134-34216,2105
17142-17134-34226,2120
17142-17134-33970,2071
17142-17134-33972,2079
17142-17134-34222,1398
17142-17134-34230,1340
17142-17134-33966,1357
17142-17134-33974,1251
17142-34218-34220,983
17142-34218-33968,1012
17142-34218-34224,1062
17142-34218-34228,964
17142-34218-33962,1008
17142-34218-33960,992
17142-34218-33964,961
17142-34218-34216,981
17142-34218-34226,993
17142-34218-33970,975
17142-34218-33972,962
17142-34218-34222,706
17142-34218-34230,687
17142-34218-33966,690
17142-34218-33974,646
17142-34220-33968,1006
17142-34220-34224,1013
17142-34220-34228,965
17142-34220-33962,984
17142-34220-33960,970
17142-34220-33964,981
17142-34220-34216,954
17142-34220-34226,976
17142-34220-33970,954
17142-34220-33972,958
17142-34220-34222,732
17142-34220-34230,677
17142-34220-33966,686
17142-34220-33974,644
17142-33968-34224,1019
17142-33968-34228,971
17142-33968-33962,983
17142-33968-33960,1006
17142-33968-33964,978
17142-33968-34216,979
17142-33968-34226,994
17142-33968-33970,977
17142-33968-33972,961
17142-33968-34222,714
17142-33968-34230,683
17142-33968-33966,677
17142-33968-33974,651
17142-34224-34228,985
17142-34224-33962,1007
17142-34224-33960,996
17142-34224-33964,967
17142-34224-34216,996
17142-34224-34226,1001
17142-34224-33970,990
17142-34224-33972,986
17142-34224-34222,717
17142-34224-34230,683
17142-34224-33966,703
17142-34224-33974,639
17142-34228-33962,997
17142-34228-33960,954
17142-34228-33964,947
17142-34228-34216,969
17142-34228-34226,975
17142-34228-33970,958
17142-34228-33972,920
17142-34228-34222,695
17142-34228-34230,679
17142-34228-33966,664
17142-34228-33974,625
17142-33962-33960,986
17142-33962-33964,965
17142-33962-34216,973
17142-33962-34226,1009
17142-33962-33970,992
17142-33962-33972,957
17142-33962-34222,714
17142-33962-34230,706
17142-33962-33966,715
17142-33962-33974,658
17142-33960-33964,964
17142-33960-34216,968
17142-33960-34226,997
17142-33960-33970,956
17142-33960-33972,965
17142-33960-34222,712
17142-33960-34230,682
17142-33960-33966,689
17142-33960-33974,650
17142-33964-34216,945
17142-33964-34226,968
17142-33964-33970,966
17142-33964-33972,928
17142-33964-34222,681
17142-33964-34230,672
17142-33964-33966,658
17142-33964-33974,635
17142-34216-34226,983
17142-34216-33970,966
17142-34216-33972,961
17142-34216-34222,691
17142-34216-34230,688
17142-34216-33966,659
17142-34216-33974,650
17142-34226-33970,971
17142-34226-33972,996
17142-34226-34222,696
17142-34226-34230,691
17142-34226-33966,690
17142-34226-33974,659
17142-33970-33972,942
17142-33970-34222,708
17142-33970-34230,675
17142-33970-33966,665
17142-33970-33974,634
17142-33972-34222,702
17142-33972-34230,684
17142-33972-33966,646
17142-33972-33974,621
17142-34222-34230,494
17142-34222-33966,509
17142-34222-33974,481
17142-34230-33966,514
17142-34230-33974,470
17142-33966-33974,461
17134-34218-34220,992
17134-34218-33968,1011
17134-34218-34224,1059
17134-34218-34228,969
17134-34218-33962,1001
17134-34218-33960,997
17134-34218-33964,965
17134-34218-34216,979
17134-34218-34226,1000
17134-34218-33970,976
17134-34218-33972,961
17134-34218-34222,712
17134-34218-34230,688
17134-34218-33966,694
17134-34218-33974,651
17134-34220-33968,997
17134-34220-34224,1018
17134-34220-34228,966
17134-34220-33962,988
17134-34220-33960,972
17134-34220-33964,986
17134-34220-34216,956
17134-34220-34226,985
17134-34220-33970,954
17134-34220-33972,957
17134-34220-34222,730
17134-34220-34230,678
17134-34220-33966,691
17134-34220-33974,645
17134-33968-34224,1011
17134-33968-34228,971
17134-33968-33962,981
17134-33968-33960,1000
17134-33968-33964,964
17134-33968-34216,975
17134-33968-34226,994
17134-33968-33970,970
17134-33968-33972,959
17134-33968-34222,711
17134-33968-34230,678
17134-33968-33966,678
17134-33968-33974,650
17134-34224-34228,985
17134-34224-33962,1000
17134-34224-33960,999
17134-34224-33964,970
17134-34224-34216,995
17134-34224-34226,1000
17134-34224-33970,988
17134-34224-33972,992
17134-34224-34222,717
17134-34224-34230,677
17134-34224-33966,699
17134-34224-33974,641
17134-34228-33962,989
17134-34228-33960,958
17134-34228-33964,947
17134-34228-34216,963
17134-34228-34226,978
17134-34228-33970,952
17134-34228-33972,924
17134-34228-34222,696
17134-34228-34230,685
17134-34228-33966,663
17134-34228-33974,630
17134-33962-33960,987
17134-33962-33964,974
17134-33962-34216,973
17134-33962-34226,1013
17134-33962-33970,983
17134-33962-33972,962
17134-33962-34222,714
17134-33962-34230,699
17134-33962-33966,713
17134-33962-33974,658
17134-33960-33964,979
17134-33960-34216,972
17134-33960-34226,1001
17134-33960-33970,953
17134-33960-33972,961
17134-33960-34222,711
17134-33960-34230,674
17134-33960-33966,695
17134-33960-33974,651
17134-33964-34216,944
17134-33964-34226,972
17134-33964-33970,958
17134-33964-33972,930
17134-33964-34222,675
17134-33964-34230,672
17134-33964-33966,657
17134-33964-33974,643
17134-34216-34226,989
17134-34216-33970,962
17134-34216-33972,960
17134-34216-34222,685
17134-34216-34230,684
17134-34216-33966,665
17134-34216-33974,648
17134-34226-33970,968
17134-34226-33972,998
17134-34226-34222,699
17134-34226-34230,691
17134-34226-33966,690
17134-34226-33974,660
17134-33970-33972,950
17134-33970-34222,708
17134-33970-34230,666
17134-33970-33966,668
17134-33970-33974,630
17134-33972-34222,698
17134-33972-34230,681
17134-33972-33966,641
17134-33972-33974,619
17134-34222-34230,488
17134-34222-33966,507
17134-34222-33974,485
17134-34230-33966,514
17134-34230-33974,473
17134-33966-33974,464
80-8080-2323,4277
80-8080-5555,3787
80-8080-81,3879
80-8080-1023,3892
80-8080-52869,3846
80-8080-8443,3843
80-8080-49152,3796
80-8080-7574,3718
80-8080-37215,3728
80-2323-5555,3589
80-2323-81,3651
80-2323-1023,3859
80-2323-52869,3639
80-2323-8443,3656
80-2323-49152,3621
80-2323-7574,3550
80-2323-37215,3623
80-5555-81,3390
80-5555-1023,3399
80-5555-52869,3395
80-5555-8443,3420
80-5555-49152,3382
80-5555-7574,3309
80-5555-37215,3323
80-81-1023,3455
80-81-52869,3435
80-81-8443,3464
80-81-49152,3418
80-81-7574,3352
80-81-37215,3378
80-1023-52869,3437
80-1023-8443,3459
80-1023-49152,3429
80-1023-7574,3365
80-1023-37215,3358
80-52869-8443,3448
80-52869-49152,3421
80-52869-7574,3359
80-52869-37215,3362
80-8443-49152,3425
80-8443-7574,3373
80-8443-37215,3374
80-49152-7574,3354
80-49152-37215,3354
80-7574-37215,3288
8080-2323-5555,3559
8080-2323-81,3637
8080-2323-1023,3835
8080-2323-52869,3627
8080-2323-8443,3634
8080-2323-49152,3599
8080-2323-7574,3517
8080-2323-37215,3590
8080-5555-81,3373
8080-5555-1023,3373
8080-5555-52869,3384
8080-5555-8443,3397
8080-5555-49152,3369
8080-5555-7574,3286
8080-5555-37215,3298
8080-81-1023,3441
8080-81-52869,3429
8080-81-8443,3454
8080-81-49152,3408
8080-81-7574,3347
8080-81-37215,3364
8080-1023-52869,3427
8080-1023-8443,3444
8080-1023-49152,3421
8080-1023-7574,3345
8080-1023-37215,3337
8080-52869-8443,3437
8080-52869-49152,3417
8080-52869-7574,3347
8080-52869-37215,3348
8080-8443-49152,3414
8080-8443-7574,3358
8080-8443-37215,3355
8080-49152-7574,3344
8080-49152-37215,3342
8080-7574-37215,3269
2323-5555-81,3197
2323-5555-1023,3314
2323-5555-52869,3194
2323-5555-8443,3225
2323-5555-49152,3193
2323-5555-7574,3129
2323-5555-37215,3206
2323-81-1023,3373
2323-81-52869,3245
2323-81-8443,3270
2323-81-49152,3228
2323-81-7574,3168
2323-81-37215,3258
2323-1023-52869,3368
2323-1023-8443,3383
2323-1023-49152,3355
2323-1023-7574,3289
2323-1023-37215,3357
2323-52869-8443,3262
2323-52869-49152,3242
2323-52869-7574,3173
2323-52869-37215,3240
2323-8443-49152,3241
2323-8443-7574,3193
2323-8443-37215,3257
2323-49152-7574,3172
2323-49152-37215,3238
2323-7574-37215,3178
5555-81-1023,3074
5555-81-52869,3100
5555-81-8443,3135
5555-81-49152,3092
5555-81-7574,3033
5555-81-37215,3057
5555-1023-52869,3059
5555-1023-8443,3098
5555-1023-49152,3056
5555-1023-7574,3006
5555-1023-37215,2997
5555-52869-8443,3111
5555-52869-49152,3091
5555-52869-7574,3027
5555-52869-37215,3031
5555-8443-49152,3108
5555-8443-7574,3052
5555-8443-37215,3059
5555-49152-7574,3036
5555-49152-37215,3038
5555-7574-37215,2976
81-1023-52869,3105
81-1023-8443,3125
81-1023-49152,3097
81-1023-7574,3038
81-1023-37215,3053
81-52869-8443,3155
81-52869-49152,3124
81-52869-7574,3075
81-52869-37215,3095
81-8443-49152,3140
81-8443-7574,3099
81-8443-37215,3111
81-49152-7574,3060
81-49152-37215,3072
81-7574-37215,3019
1023-52869-8443,3124
1023-52869-49152,3100
1023-52869-7574,3039
1023-52869-37215,3034
1023-8443-49152,3103
1023-8443-7574,3060
1023-8443-37215,3045
1023-49152-7574,3042
1023-49152-37215,3043
1023-7574-37215,2973
52869-8443-49152,3127
52869-8443-7574,3086
52869-8443-37215,3083
52869-49152-7574,3073
52869-49152-37215,3076
52869-7574-37215,3001
8443-49152-7574,3075
8443-49152-37215,3080
8443-7574-37215,3017
49152-7574-37215,3001
34218-34220-33968,642
34218-34220-34224,665
34218-34220-34228,613
34218-34220-33962,651
34218-34220-33960,641
34218-34220-33964,621
34218-34220-34216,628
34218-34220-34226,635
34218-34220-33970,633
34218-34220-33972,612
34218-34220-34222,511
34218-34220-34230,471
34218-34220-33966,478
34218-34220-33974,468
34218-33968-34224,682
34218-33968-34228,653
34218-33968-33962,667
34218-33968-33960,669
34218-33968-33964,622
34218-33968-34216,641
34218-33968-34226,655
34218-33968-33970,639
34218-33968-33972,641
34218-33968-34222,500
34218-33968-34230,479
34218-33968-33966,481
34218-33968-33974,476
34218-34224-34228,652
34218-34224-33962,674
34218-34224-33960,677
34218-34224-33964,643
34218-34224-34216,659
34218-34224-34226,648
34218-34224-33970,653
34218-34224-33972,642
34218-34224-34222,503
34218-34224-34230,483
34218-34224-33966,492
34218-34224-33974,464
34218-34228-33962,651
34218-34228-33960,624
34218-34228-33964,615
34218-34228-34216,624
34218-34228-34226,620
34218-34228-33970,607
34218-34228-33972,597
34218-34228-34222,485
34218-34228-34230,472
34218-34228-33966,465
34218-34228-33974,457
34218-33962-33960,654
34218-33962-33964,644
34218-33962-34216,651
34218-33962-34226,656
34218-33962-33970,651
34218-33962-33972,639
34218-33962-34222,501
34218-33962-34230,492
34218-33962-33966,499
34218-33962-33974,473
34218-33960-33964,634
34218-33960-34216,637
34218-33960-34226,655
34218-33960-33970,631
34218-33960-33972,632
34218-33960-34222,495
34218-33960-34230,482
34218-33960-33966,482
34218-33960-33974,470
34218-33964-34216,616
34218-33964-34226,630
34218-33964-33970,635
34218-33964-33972,599
34218-33964-34222,467
34218-33964-34230,467
34218-33964-33966,474
34218-33964-33974,461
34218-34216-34226,625
34218-34216-33970,619
34218-34216-33972,623
34218-34216-34222,485
34218-34216-34230,472
34218-34216-33966,462
34218-34216-33974,461
34218-34226-33970,627
34218-34226-33972,630
34218-34226-34222,480
34218-34226-34230,487
34218-34226-33966,483
34218-34226-33974,455
34218-33970-33972,617
34218-33970-34222,484
34218-33970-34230,468
34218-33970-33966,464
34218-33970-33974,461
34218-33972-34222,480
34218-33972-34230,470
34218-33972-33966,457
34218-33972-33974,450
34220-33968-34224,680
34220-33968-34228,633
34220-33968-33962,658
34220-33968-33960,653
34220-33968-33964,649
34220-33968-34216,654
34220-33968-34226,645
34220-33968-33970,637
34220-33968-33972,630
34220-33968-34222,500
34220-33968-34230,471
34220-33968-33966,481
34220-33968-33974,454
34220-34224-34228,644
34220-34224-33962,658
34220-34224-33960,647
34220-34224-33964,653
34220-34224-34216,643
34220-34224-34226,654
34220-34224-33970,654
34220-34224-33972,637
34220-34224-34222,514
34220-34224-34230,484
34220-34224-33966,494
34220-34224-33974,474
34220-34228-33962,648
34220-34228-33960,624
34220-34228-33964,628
34220-34228-34216,619
34220-34228-34226,618
34220-34228-33970,605
34220-34228-33972,590
34220-34228-34222,498
34220-34228-34230,469
34220-34228-33966,470
34220-34228-33974,448
34220-33962-33960,643
34220-33962-33964,641
34220-33962-34216,628
34220-33962-34226,639
34220-33962-33970,640
34220-33962-33972,622
34220-33962-34222,511
34220-33962-34230,482
34220-33962-33966,493
34220-33962-33974,465
34220-33960-33964,650
34220-33960-34216,620
34220-33960-34226,652
34220-33960-33970,623
34220-33960-33972,611
34220-33960-34222,510
34220-33960-34230,475
34220-33960-33966,488
34220-33960-33974,456
34220-33964-34216,622
34220-33964-34226,631
34220-33964-33970,633
34220-33964-33972,627
34220-33964-34222,490
34220-33964-34230,474
34220-33964-33966,470
34220-33964-33974,458
34220-34216-34226,625
34220-34216-33970,613
34220-34216-33972,622
34220-34216-34222,487
34220-34216-34230,479
34220-34216-33966,466
34220-34216-33974,452
34220-34226-33970,619
34220-34226-33972,628
34220-34226-34222,495
34220-34226-34230,467
34220-34226-33966,486
34220-34226-33974,462
34220-33970-33972,614
34220-33970-34222,501
34220-33970-34230,456
34220-33970-33966,470
34220-33970-33974,450
34220-33972-34222,488
34220-33972-34230,472
34220-33972-33966,456
34220-33972-33974,451
33968-34224-34228,642
33968-34224-33962,654
33968-34224-33960,672
33968-34224-33964,631
33968-34224-34216,661
33968-34224-34226,665
33968-34224-33970,665
33968-34224-33972,649
33968-34224-34222,507
33968-34224-34230,472
33968-34224-33966,491
33968-34224-33974,456
33968-34228-33962,645
33968-34228-33960,639
33968-34228-33964,608
33968-34228-34216,636
33968-34228-34226,636
33968-34228-33970,619
33968-34228-33972,604
33968-34228-34222,483
33968-34228-34230,465
33968-34228-33966,474
33968-34228-33974,449
33968-33962-33960,652
33968-33962-33964,624
33968-33962-34216,646
33968-33962-34226,664
33968-33962-33970,643
33968-33962-33972,631
33968-33962-34222,490
33968-33962-34230,487
33968-33962-33966,494
33968-33962-33974,454
33968-33960-33964,648
33968-33960-34216,651
33968-33960-34226,667
33968-33960-33970,632
33968-33960-33972,639
33968-33960-34222,507
33968-33960-34230,485
33968-33960-33966,484
33968-33960-33974,471
33968-33964-34216,625
33968-33964-34226,650
33968-33964-33970,623
33968-33964-33972,599
33968-33964-34222,464
33968-33964-34230,463
33968-33964-33966,463
33968-33964-33974,458
33968-34216-34226,645
33968-34216-33970,628
33968-34216-33972,643
33968-34216-34222,484
33968-34216-34230,486
33968-34216-33966,475
33968-34216-33974,462
33968-34226-33970,645
33968-34226-33972,641
33968-34226-34222,489
33968-34226-34230,490
33968-34226-33966,489
33968-34226-33974,462
33968-33970-33972,621
33968-33970-34222,492
33968-33970-34230,470
33968-33970-33966,483
33968-33970-33974,458
33968-33972-34222,490
33968-33972-34230,469
33968-33972-33966,451
33968-33972-33974,452
34224-34228-33962,645
34224-34228-33960,623
34224-34228-33964,612
34224-34228-34216,634
34224-34228-34226,641
34224-34228-33970,615
34224-34228-33972,622
34224-34228-34222,496
34224-34228-34230,465
34224-34228-33966,475
34224-34228-33974,448
34224-33962-33960,655
34224-33962-33964,634
34224-33962-34216,634
34224-33962-34226,644
34224-33962-33970,650
34224-33962-33972,638
34224-33962-34222,501
34224-33962-34230,487
34224-33962-33966,500
34224-33962-33974,452
34224-33960-33964,636
34224-33960-34216,638
34224-33960-34226,664
34224-33960-33970,644
34224-33960-33972,639
34224-33960-34222,498
34224-33960-34230,484
34224-33960-33966,492
34224-33960-33974,461
34224-33964-34216,623
34224-33964-34226,636
34224-33964-33970,637
34224-33964-33972,619
34224-33964-34222,470
34224-33964-34230,466
34224-33964-33966,467
34224-33964-33974,449
34224-34216-34226,650
34224-34216-33970,651
34224-34216-33972,658
34224-34216-34222,483
34224-34216-34230,494
34224-34216-33966,487
34224-34216-33974,461
34224-34226-33970,629
34224-34226-33972,634
34224-34226-34222,491
34224-34226-34230,485
34224-34226-33966,500
34224-34226-33974,459
34224-33970-33972,647
34224-33970-34222,490
34224-33970-34230,474
34224-33970-33966,475
34224-33970-33974,451
34224-33972-34222,494
34224-33972-34230,468
34224-33972-33966,471
34224-33972-33974,441
34228-33962-33960,638
34228-33962-33964,631
34228-33962-34216,641
34228-33962-34226,639
34228-33962-33970,639
34228-33962-33972,617
34228-33962-34222,493
34228-33962-34230,491
34228-33962-33966,484
34228-33962-33974,457
34228-33960-33964,620
34228-33960-34216,617
34228-33960-34226,635
34228-33960-33970,602
34228-33960-33972,598
34228-33960-34222,493
34228-33960-34230,486
34228-33960-33966,471
34228-33960-33974,450
34228-33964-34216,610
34228-33964-34226,624
34228-33964-33970,605
34228-33964-33972,584
34228-33964-34222,457
34228-33964-34230,465
34228-33964-33966,463
34228-33964-33974,429
34228-34216-34226,624
34228-34216-33970,618
34228-34216-33972,606
34228-34216-34222,480
34228-34216-34230,477
34228-34216-33966,464
34228-34216-33974,438
34228-34226-33970,623
34228-34226-33972,614
34228-34226-34222,481
34228-34226-34230,483
34228-34226-33966,482
34228-34226-33974,462
34228-33970-33972,580
34228-33970-34222,483
34228-33970-34230,463
34228-33970-33966,466
34228-33970-33974,445
34228-33972-34222,466
34228-33972-34230,467
34228-33972-33966,442
34228-33972-33974,430
33962-33960-33964,643
33962-33960-34216,637
33962-33960-34226,656
33962-33960-33970,636
33962-33960-33972,615
33962-33960-34222,495
33962-33960-34230,481
33962-33960-33966,506
33962-33960-33974,451
33962-33964-34216,620
33962-33964-34226,636
33962-33964-33970,635
33962-33964-33972,621
33962-33964-34222,470
33962-33964-34230,472
33962-33964-33966,480
33962-33964-33974,447
33962-34216-34226,646
33962-34216-33970,650
33962-34216-33972,637
33962-34216-34222,478
33962-34216-34230,490
33962-34216-33966,484
33962-34216-33974,452
33962-34226-33970,635
33962-34226-33972,639
33962-34226-34222,492
33962-34226-34230,492
33962-34226-33966,491
33962-34226-33974,467
33962-33970-33972,633
33962-33970-34222,501
33962-33970-34230,487
33962-33970-33966,475
33962-33970-33974,454
33962-33972-34222,480
33962-33972-34230,481
33962-33972-33966,461
33962-33972-33974,450
33960-33964-34216,614
33960-33964-34226,656
33960-33964-33970,619
33960-33964-33972,616
33960-33964-34222,486
33960-33964-34230,473
33960-33964-33966,473
33960-33964-33974,451
33960-34216-34226,663
33960-34216-33970,625
33960-34216-33972,631
33960-34216-34222,481
33960-34216-34230,487
33960-34216-33966,474
33960-34216-33974,450
33960-34226-33970,642
33960-34226-33972,645
33960-34226-34222,502
33960-34226-34230,498
33960-34226-33966,489
33960-34226-33974,470
33960-33970-33972,624
33960-33970-34222,487
33960-33970-34230,472
33960-33970-33966,472
33960-33970-33974,455
33960-33972-34222,484
33960-33972-34230,481
33960-33972-33966,447
33960-33972-33974,443
33964-34216-34226,619
33964-34216-33970,616
33964-34216-33972,606
33964-34216-34222,456
33964-34216-34230,473
33964-34216-33966,446
33964-34216-33974,444
33964-34226-33970,631
33964-34226-33972,629
33964-34226-34222,455
33964-34226-34230,483
33964-34226-33966,479
33964-34226-33974,452
33964-33970-33972,616
33964-33970-34222,475
33964-33970-34230,469
33964-33970-33966,458
33964-33970-33974,447
33964-33972-34222,471
33964-33972-34230,450
33964-33972-33966,437
33964-33972-33974,438
34216-34226-33970,641
34216-34226-33972,642
34216-34226-34222,463
34216-34226-34230,494
34216-34226-33966,480
34216-34226-33974,452
34216-33970-33972,630
34216-33970-34222,474
34216-33970-34230,470
34216-33970-33966,466
34216-33970-33974,440
34216-33972-34222,466
34216-33972-34230,485
34216-33972-33966,452
34216-33972-33974,446
34226-33970-33972,628
34226-33970-34222,474
34226-33970-34230,473
34226-33970-33966,481
34226-33970-33974,456
34226-33972-34222,483
34226-33972-34230,490
34226-33972-33966,458
34226-33972-33974,448
33970-33972-34222,476
33970-33972-34230,470
33970-33972-33966,443
33970-33972-33974,442
22-8291-8728,496
